,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,
2775,No Type,No Type,Rae Sremmurd,2014-09-16,USUM71413477,2072,31.7,584277301,124262,20748688,64,902705161,5564747,287477,67770069,510652592,171074585,64,18018,6,30,206604,7,393317411,624622,753607,4334574,1,
2776,Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,2016-12-08,USUM71603293,1164,44,972005229,186174,27470180,69,1178473071,9750786,80426,32338631,184153973,189211405,160,37555,108,45,153694,47,372431461,173599,,12673047,1,
2777,Swang,SremmLife 2 (Deluxe),Rae Sremmurd,2016-12-08,USUM71603303,3405,23.5,658051344,128507,19018702,66,502542395,3470603,310468,28258632,172756577,33622630,65,4896,23,16,71832,,138182258,127406,,3394835,1,
2780,Human,Human,Rag'n'Bone Man,2016-07-21,GBARL1600665,824,53.4,1013083048,170367,49113191,74,1900272147,12302869,265475,90999656,1070508080,186882524,197,145288,138,92,885612,43,163719567,94640,,19092054,0,
2781,Komang,Komang,Raim Laode,2022-08-17,SGB502228663,1378,39.8,329763216,16110,3893973,70,98333231,661439,2849800,293982530,3870057710,,7,3265,,,,,,,,108281,0,
2782,Main Sharabi,Main Sharabi,Rajeev Raja,2020-06-12,INA2M2000029,3225,24.2,5984965,1054,63371,35,722868512,3856431,4226,97737,1676397,,,3,,,,,,,,53348,0,
2783,Laad Piya Ke,Laad Piya Ke,Raju Punjabi,2022-04-05,INA1I1900134,2087,31.6,17675254,894,101013,55,573015231,1299244,,,,23808458,,,,,,,14,,,65032,0,
2784,DEUTSCHLAND,DEUTSCHLAND,Rammstein,2019-03-28,DEUM71900524,4296,20.3,460008347,82329,13735008,71,370078966,3950188,19061,2409531,46078194,4657006,43,6949,12,38,255480,23,8786361,5083,,1215795,0,
2785,Barking,Barking,Ramz,2017-01-12,GBUM71706255,1726,35.1,514888081,137084,10305963,62,71371266,619646,7729856,112113109,941134581,,33,16087,,18,94554,4,1006811,15616,,2693743,0,
2786,El Efecto,El Efecto,Rauw Alejandro,2019-03-15,QM4TX1940916,1766,34.7,580054244,72991,32213511,72,994008600,4660138,224269,39436962,404797553,153838066,26,7887,20,11,252415,22,23201439,5578,,2734291,0,
2787,Fantasias,Fantasias,Rauw Alejandro,2019-08-29,QM6P41989279,1253,42.3,663578551,76919,24789585,67,1120507756,4714790,264337,14860378,121300058,48140480,60,18961,53,23,251089,36,53117205,9900,7834351,1795507,0,
2788,Tattoo,Tattoo,Rauw Alejandro,2020-02-13,QZHN21900087,922,50.4,341742937,53836,9757013,58,1281379386,7138308,2132748,73202309,650666266,171345507,45,11458,117,15,133918,45,6119993,4186,,713534,0,
2789,Tattoo - Remix with Camilo,Tattoo (Remix),Rauw Alejandro,2020-09-07,USSD12000188,4160,20.8,623875921,59902,22906497,66,22048904,303027,1400298,56867167,550568367,10054807,133,25423,,30,385759,14,28096261,6498,1995246,1587660,0,
2790,Reloj,Reloj,Rauw Alejandro,2020-10-22,USSD12000471,1072,46.2,579749218,90725,22415388,65,645701697,3354975,1567493,149903879,1294351127,154245751,89,16280,13,22,291938,23,47558473,9485,,1542421,1,
2791,2/Catorce,2/Catorce,Rauw Alejandro,2021-02-14,USSD12100059,1107,45.2,534981600,92466,17067105,64,607206864,3535828,833539,233010597,2285726710,149174449,74,9184,,13,245959,32,41372873,8091,,1847960,1,
2792,Todo De Ti,Todo De Ti,Rauw Alejandro,2021-05-20,USSD12100202,249,98,1339352060,188874,76063128,75,873449363,6108611,3247015,488004183,4445597088,1866730745,208,102968,295,68,4468373,79,58740730,23062,,5640680,1,
2793,Sexo Virtual,VICE VERSA,Rauw Alejandro,2021-06-25,USSD12100294,3460,23.2,293361823,61096,10057845,66,141862016,1051171,678500,156741590,1336043098,8383884,58,1054,,10,582123,2,7467616,1862,,717742,1,
2794,Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,2021-06-25,USSD12100290,4286,20.3,231298627,49800,5948309,65,109250541,862054,711209,146307858,1133546129,4865954,24,1016,,3,45211,7,10264013,3777,,1241539,1,
2795,Desesperados,VICE VERSA,Rauw Alejandro,2021-10-12,USSD12100779,397,76.6,1021480638,119558,50631491,78,722946861,3591807,793105,186008455,2153526389,815766418,75,55181,92,42,3476743,53,61269232,6584,,2591948,1,
2796,LOKERA,LOKERA,Rauw Alejandro,2022-07-25,USSD12200700,1452,38.5,656416971,74344,55382119,75,58769088,325798,293693,109562958,1039707434,,75,35346,249,29,2015748,47,33566910,4454,,1394827,1,
2797,PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,2022-09-22,USSD12200965,635,60.4,396549329,56179,20926929,67,185441424,1023796,2400609,377165558,5233247603,19049338,43,36151,174,23,368136,46,20524547,4585,,1071446,1,
2798,RON COLA,SATURNO,Rauw Alejandro,2022-11-11,USSD12201168,4319,20.2,143542362,23633,7554457,60,13240486,121147,820900,125395199,1543849310,,12,2144,12,4,33430,20,2758188,412,,457002,1,
2802,Escapism. - Sped Up,Escapism. (Sped Up),RAYE,2022-11-25,QMFME2222462,2376,29.3,270327239,47167,13191481,66,,,309300,181625399,1908957097,,13,5184,,7,68716,13,445280,3246,5801848,1692925,1,
2803,Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-12-10,QMDA62217995,190,110.1,804925777,128247,62532855,75,175393116,1729347,935169,362063344,3209982240,841611064,138,400246,65,65,8982560,66,21279325,11614,9065143,6548714,1,
2805,Californication,Californication (Deluxe Version),Red Hot Chili Peppers,1999-08-06,USWB19900690,3730,22.2,1405353677,276377,115315508,79,1518596886,7781636,52722,16291854,226008149,595631730,2,49257,79,268,1064069,30,582410010,217517,9809319,,0,
2806,Snow (Hey Oh),Stadium Arcadium (U.S. Version),Red Hot Chili Peppers,2006-09-05,USWB10601591,4442,19.8,1070374387,203821,38556891,74,710124074,3609104,506663,44842411,835564684,31925912,22,31,31,56,784912,26,667293971,198268,3089649,,0,
2807,Black Summer,Black Summer,Red Hot Chili Peppers,2022-04-02,USWB12105880,3606,22.6,128264127,34856,14539064,57,57252735,907529,4321,1049186,20590526,97206641,21,184255,100,17,35774,23,7419824,2929,,1471206,0,
2808,Ride It,Ride It,Regard,2019-07-26,GBCEN1900047,382,78.2,1349427877,220002,106549747,76,564022753,3884141,3646762,362781709,5118900832,49285616,357,386774,894,273,2339277,65,182505519,51884,19580257,16283609,0,
2809,You,You,Regard,2021-04-16,GBCEN2100035,3249,24.1,313144836,59063,18646872,62,63377694,505563,53473,9402727,105002413,9385389,153,122148,285,53,431971,47,101741112,10653,,2293223,1,
2810,Tu Turrito,Tu Turrito,Rei,2022-04-05,UYB282208022,2918,25.8,187818818,26770,6270168,57,291692983,1352658,154200,30899907,365176711,757784,8,2741,,8,55693,2,,,,187231,0,
2811,Me Niego (feat. Ozuna & Wisin),Me Niego,Reik,2018-02-16,MXF011800071,1814,34.2,708166969,58098,19508090,66,1209951349,4611513,382728,36505321,263244094,291869556,64,13342,75,35,77448,30,142883611,29182,,4094040,0,
2812,Amigos Con Derechos,Amigos Con Derechos,Reik,2018-08-31,MXF011800409,3203,24.3,503187980,36629,13318890,65,857645221,2562683,32580,5181492,40522645,111178750,43,104,74,27,221999,25,57708356,12061,,1724848,0,
2816,Soundgasm,Soundgasm,Rema,2021-10-06,NGA3B2114003,3195,24.4,142352659,80632,7222942,58,105833149,819235,46229,11821844,129897849,19542904,96,9295,85,12,152415,4,5024541,1981,5273813,2768798,1,
2817,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,2022-08-25,NGA3B2214021,53,198,1391688322,163876,130963116,77,902742581,8099187,599,48035,2857920,750030685,316,1107265,,112,11937930,146,52073859,41487,5820026,3521951,0,
2818,Calm Down,Calm Down,Rema,2022-10-02,NGA3B2214004,66,180.1,584427088,182994,19203258,68,1141904909,8766235,6129450,856216952,18216656774,2952879912,138,191634,759,53,3481756,45,98290873,46039,14668216,22563407,0,
2821,52 Gaj Ka Daman,52 Gaj Ka Daman,Renuka Panwar,2020-02-10,INV772001001,719,57.1,48929060,4295,619647,52,1736697874,8477892,825678,10675705,163717881,28730147,1,5,,,,,,,,148140,0,
2822,Chatak Matak,Chatak Matak,Renuka Panwar,2020-12-19,INT502012314,1391,39.7,24806000,1588,347235,54,1101262266,4034311,677800,3453758,95059447,1919497,1,,,,,,,,,54406,0,
2823,Big Jet Plane,Big Jet Plane,Restricted,2022-09-12,DEUM72208091,4185,20.7,104493081,40264,10835008,64,4214887,50258,6920,3447268,33784807,22312427,14,15281,,16,213835,,,,3146790,722782,1,
2824,THE SHADE,WHO CARES?,Rex Orange County,2022-11-03,USRC12102927,3263,24.1,350427750,49991,14312352,71,124215789,737982,204742,61504934,569263172,544115326,15,15807,,10,36767,13,397851,508,,477438,0,
2826,Obsessed,Obsessed,Riar Saab,2022-09-29,QMBZ92299094,3972,21.4,161366691,18781,6151558,64,167537164,1497169,133300,16562523,286891984,,22,918,,1,1097,9,,,,479047,0,
2828,New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,2017-09-25,USUM71708973,3424,23.4,317302250,59316,12635825,54,113727264,1143446,169932,44327209,286048019,4852424,63,7340,140,14,29601,6,87899940,48970,74265281,2007712,1,
2829,Plug Walk,Plug Walk,Rich The Kid,2018-08-02,USUM71800892,4324,20.2,653490628,122994,17631951,62,97882796,935978,98865,47072411,314775951,9983930,53,2194,149,16,79430,4,155675674,123401,,1896071,1,
2831,Never Gonna Give You Up (2022 - Remaster),Whenever You Need Somebody (Deluxe Edition - 2022 Remaster),Rick Astley,2022-05-20,GB5KW2103369,3199,24.4,839345554,295,20447,23,,,,,,,13,,,1,2,,51964993,284214,,,0,
2832,The Chicken Wing Beat,The Chicken Wing Beat,Ricky Desktop,2020-06-13,QZHN72010372,2842,26.2,68033539,13060,1293542,60,88796716,1038952,4890413,206433932,2164370742,7628776,2,90,38,,,5,20368923,3606,,593992,0,
2833,"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",Ricky Desktop,2020-08-21,QZK6L2004258,4228,20.5,34096694,12150,1243018,46,2821703,78992,3593157,593480076,6811158348,,1,59,,,,,37514935,32360,,791308,0,
2834,The Boat Beat,The Boat Beat,Ricky Desktop,2020-12-05,QZES92025420,2813,26.4,13847072,3177,474041,33,8068836,219118,6220932,241086839,3081391270,,,,,1,749,,503167,2221,,142921,0,
2835,La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2015-10-02,USSD11400352,3706,22.2,301574752,35991,11957152,61,1379939508,3240310,260012,30274438,236524309,153887121,45,5578,30,22,49244,36,26411787,28118,,3635979,0,
2836,Vente Pa' Ca,Vente Pa' Ca,Ricky Martin,2016-09-22,USSD11600252,1467,38.2,613961293,57564,22110798,66,2008509134,5299342,291135,59964525,416104248,333494165,70,13945,36,48,223157,53,54891883,22841,,4173066,0,
2837,Umbrella,Good Girl Gone Bad,Rihanna,2007-01-01,USUM70736771,3340,23.8,1535595924,236327,123654318,77,1266946594,7227133,14079,13327525,123440263,168343059,249,262819,139,108,2095700,75,,,12036328,166195,0,
2838,What's My Name?,Loud (Japan Version),Rihanna,2010-01-01,USUM71025031,4011,21.3,520418822,88906,32859163,69,1049777851,3714062,,17915,32366,523654611,76,100498,136,13,201267,21,462429753,370269,,3970903,0,
2839,Only Girl (In The World),Loud (Japan Version),Rihanna,2010-01-01,USUM71023200,4090,21,1085436198,192284,82258717,78,162454294,1193141,853,131167,1513290,,113,227403,212,70,1528409,40,507023502,273933,1394635,6724803,0,
2840,We Found Love,Talk That Talk (Explicit),Rihanna,2011-01-01,USUM71115507,1965,32.5,1655539775,219739,111528796,79,1438850843,6775048,,141145,831485,188422282,318,192995,1,153,2524604,103,,,29410060,12779481,0,
2841,Where Have You Been,Talk That Talk (Explicit),Rihanna,2011-01-01,USUM71118074,4028,21.2,699439249,120535,37264448,69,821028883,4207574,136733,70619201,824607003,149123113,72,52842,113,36,432542,19,454577540,218323,,7929856,0,
2842,Diamonds,Unapologetic (Edited Version),Rihanna,2012-01-01,USUM71211793,1063,46.5,1419912461,180128,62951327,70,2336257288,11532780,12421,899775,6890158,404667689,164,248320,81,123,1169312,53,545061119,521352,,11373333,0,
2843,Stay,Unapologetic (Edited Version),Rihanna,2012-01-01,USUM71214754,1607,36.6,1313274600,140970,62521370,69,1350480491,6778043,,79123,721480,1295585023,149,13812,,61,1002488,49,932950848,813511,,,0,
2844,Pour It Up,Unapologetic (Edited Version),Rihanna,2012-01-01,USUM71214737,3964,21.4,417616725,59548,22751107,64,498382704,2551106,2466,3960964,9984519,146752455,53,27541,40,19,201083,18,652081066,745650,,3449652,1,
2845,FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,USJMT1500001,3374,23.6,1134470968,131102,42604016,72,571589993,3107613,,2626,5272,226680849,93,44682,13,90,481520,13,222350639,113223,,8909457,0,
2846,Work,ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600116,799,54.2,1399521364,144823,46076265,73,1662063771,10770107,3515,6820574,36448419,244639723,432,3418,104,135,1255495,77,603707599,736551,,8814930,1,
2847,Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600120,1943,32.8,1480311407,162952,72991098,78,1013766482,4126099,324,755438,2054878,6397841,134,65711,71,76,690982,46,,,,12739673,1,
2848,Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600118,4308,20.3,1483572312,155595,58419207,77,308293523,2383831,46122,15942147,148422686,13709006,159,54013,186,34,724395,66,,,,4076646,1,
2849,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,2022-10-28,QMJMT2204481,563,64.2,378282960,66018,36625617,65,44883383,477531,676437,120792885,1367774822,,109,244607,4,56,951077,79,70799533,27709,,5877217,0,
2854,Let You Love Me,Let You Love Me,Rita Ora,2018-09-21,GBAHS1800674,3183,24.4,527760843,46844,12544188,59,684308632,3187514,567303,32541583,367325979,464869129,64,1348,,38,343131,9,21977587,9351,1709056,5278882,0,
2855,Hello Koun,Hello Koun,Ritesh Pandey,2019-09-12,INT501947392,2972,25.6,4078322,178,28394,18,987792547,3856264,38386,947262,10568686,23808458,,,,,,,,,,14707,0,
2856,Turn Me On (feat. Vula),Turn Me On (feat. Vula),Riton,2019-09-13,GBCEN1900052,4230,20.5,399276193,102234,31645383,64,60323387,518058,34167,3411947,36313288,44798495,114,130822,25,76,736094,15,3432852,1375,,5471296,0,
2857,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,2021-01-15,GBCEN2000163,577,63.3,979440925,257132,93789915,72,43045405,285558,419400,21243042,269812694,88241,286,238633,,159,4203809,46,21699241,18631,6709391,8389740,0,
2858,Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,USQX92004148,3561,22.8,600521313,79793,18207064,65,50025071,705508,11463,10517561,79947183,1703122,95,169082,400,35,199939,15,74483821,22547,,2448945,0,
2859,Me And My Broken Heart,Power Hits 2014,Rixton,2014-01-01,USUM71401800,3563,22.8,733931275,115255,27152345,71,535024991,4702620,293382,6037735,47138593,376872478,27,20296,138,22,58749,4,499999791,176815,,6889166,0,
2863,Chill Bill,The RCA-List (Vol. 2),Rob $tone,2016-01-01,USRC11601124,2649,27.4,843861768,155472,20340958,70,278120145,2625552,18775,2669418,16756000,1075983,30,600,49,18,99006,,346203131,441719,,4409923,1,
2865,In Your Eyes (feat. Alida),In Your Eyes (feat. Alida),Robin Schulz,2020-10-01,DEA621901341,4126,20.9,335496248,59904,11559966,56,152789030,979615,142462,22247545,213316577,44264997,60,179093,,55,995213,11,1642602,,2552411,5004409,0,
2866,All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,2020-10-16,DEA622000934,4215,20.6,267459903,56613,6099494,53,67857878,594378,160198,28393269,369606102,28714593,63,201505,,40,741931,7,293167,577,,2831037,1,
2868,Ella No Es Tuya - Remix,Ella No Es Tuya (Remix),Rochy RD,2021-03-02,USSD12100003,2353,29.4,364856266,76669,15412661,62,214069737,2307973,1403400,122737092,1045339221,11945131,57,14881,16,15,192642,20,1572648,2206,,955292,0,
2869,Heart On Ice,Heart On Ice,Rod Wave,2019-05-31,USUYG1257043,3659,22.4,320136804,70340,8592699,62,300606606,2725053,274439,65635809,415394142,38241072,24,14504,177,2,8128,5,105823212,111036,,1552968,1,
2870,Rags2Riches (feat. ATR Son Son),Pray 4 Love,Rod Wave,2020-03-04,USLD91725576,4366,20.1,164542767,35795,4556039,47,164259549,1321390,2253001,131322055,907184617,5433225,21,18533,,1,1649,,,,,854584,1,
2871,Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,2020-07-08,USLD91728036,2687,27.2,227802182,65190,11346495,61,69718488,722875,2019064,105311337,749906169,,14,82591,101,3,4527,9,76274129,39356,,534826,1,
2872,Tombstone,Tombstone,Rod Wave,2021-03-24,USLD91731547,4164,20.8,137924605,30692,2764081,62,192748584,1699888,80511,23471473,142222723,277558051,26,72494,91,1,,9,75417301,47758,,748828,1,
2873,Street Runner,Street Runner,Rod Wave,2021-10-03,USLD91730830,1961,32.5,163921357,36519,4018180,64,296510850,1746888,55925,13288490,64791187,273349430,22,3894,,3,61084,3,65254347,37085,31365926,806043,1,
2874,By Your Side,By Your Side,Rod Wave,2021-11-22,USQX92105590,2303,29.8,164804108,40909,4353138,60,111437165,932922,24901,7795076,50358850,212457530,20,27123,168,5,26308,3,25392031,22335,25401080,569269,1,
2875,Alone,Alone,Rod Wave,2022-09-08,USQX92203746,4098,21,64562541,14704,1868777,55,63051891,588504,28159,4803835,38123007,177562407,11,1310,181,1,2011,3,20018298,19518,14854093,262393,1,
2883,Down Below,Feed Tha Streets II,Roddy Ricch,2018-02-11,USAT21811792,1591,36.7,394772670,120605,10013237,66,521443401,4326249,60259,5510422,41728771,6962920,,988,22,5,18361,,108951508,51670,49519721,,1,
2884,The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-06-12,USAT21906978,109,146.6,1911559785,317345,87765033,78,441257231,4829633,4930490,561201008,4574447121,2077511,255,296948,181,138,555650,28,295741432,633414,168458097,11988760,1,
2885,High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,2019-06-12,USAT21906985,1351,40.3,538059363,113736,16354487,65,215454028,1626950,2182462,175055656,1413496668,538784,85,225193,89,13,38765,1,81818704,114898,,2942911,1,
2886,Late At Night,Late At Night,Roddy Ricch,2021-04-06,USAT22102236,2990,25.5,257661585,97161,10116206,56,23225337,276490,48458,21485493,187075625,668848,102,14552,559,16,101316,25,93599614,18917,,1681335,1,
2887,King Size,Feed Tha Streets III,Roddy Ricch,2022-11-18,USAT22220949,1163,44,3248779,3105,291653,33,590470795,8815644,113,7218,297262,440677355,,28,,,,,179455,70,,,1,
2888,Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos,2013-01-01,USSD11300197,2266,30,751508028,76654,28891369,74,2243582425,6525279,110257,23003530,240862996,361024153,46,15365,8,37,458762,36,,,,4633986,0,
2889,Imitadora,Imitadora,Romeo Santos,2017-06-23,USSD11700288,2823,26.3,503904686,47427,13586022,73,1009029328,4103220,318412,137583052,979585978,286966207,26,6057,7,16,397294,4,108580968,42905,,2520475,0,
2890,Bella y Sensual,Golden,Romeo Santos,2017-07-21,USSD11700316,3611,22.6,494373634,45589,20264304,66,824555368,3078270,48062,5427309,40949580,254653941,35,3741,4,27,345817,27,156433703,28254,,1736972,0,
2891,Sobredosis (feat. Ozuna),Golden,Romeo Santos,2017-07-21,USSD11700341,4220,20.6,433074753,46083,14763723,69,733383572,3063277,90882,27678224,271273148,69819676,20,3824,39,11,178299,18,105783651,31025,,2169286,0,
2893,SNAP,SNAP,Rosa Linn,2022-03-19,USSM12207342,643,59.7,1039482815,99333,60341587,79,14074005,277824,20083,254036,6824133,,133,366151,661,75,2521874,39,,,3569232,9224184,0,
2894,SNAP,SNAP - Single,Rosa Linn,2022-03-19,QM4TX2221661,1828,34,1033308414,53249,27556242,1,12702613,214200,420936,170964850,1837588984,75492508,,169034,944,15,33716,,33378778,6855,,,0,
2895,SNAP - High and Fast,SNAP PACK - EP,Rosa Linn,2022-07-15,USSM12207368,4548,19.5,138349331,15155,4683187,59,2006799,61403,1277321,368213517,3723954244,,7,72,,1,203,8,,,817629,1936170,0,
2897,Drama (feat. Drake),Exis,Roy Woods,2015-07-31,USWB11508706,2932,25.7,497826683,86867,18364841,64,83526342,699022,100693,22169211,178226220,448347,4,231,8,8,8559,2,,,137005114,1308034,1,
2898,Overwhelmed,Overwhelmed,Royal & the Serpent,2020-06-26,USAT22002973,3813,21.9,189175699,49325,8000164,62,14575452,497747,2335837,210789823,2001548087,,14,22497,163,6,74359,6,16754992,17139,5117469,1456206,0,
2902,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,GBAHS1701239,1893,33.3,1124147912,131363,33090658,65,705027078,3320463,718998,18900715,202227585,250146204,13,116212,,65,1197102,52,3075862,3013,12018131,,0,
2903,Girlfriend,The Second Wave (Deluxe),Ruger,2022-06-17,GBARL2201233,2691,27.2,56670689,18344,1864537,16,126849797,654337,1373186,19812568,344920965,34681748,31,6751,1,2,131930,8,529966,444,,2142023,1,
2904,Asiwaju,Asiwaju,Ruger,2022-11-14,GBARL2202349,1498,37.9,108133711,34390,4480387,18,122293855,619448,1000047,13992725,173486714,9267087,35,6133,22,12,585409,19,1287462,335,2821424,2409680,1,
2905,What They Want,What They Want,Russ,2016-07-28,USSM11606200,3404,23.5,569767392,102907,12253671,68,468513022,3937324,539686,137326889,1026583434,16982165,65,715,,25,25133,,301411280,105587,,3181996,1,
2906,Losin Control,Losin Control,Russ,2016-07-28,USSM11606199,4354,20.1,703411626,95048,19980635,66,203961378,1718942,106882,21993209,108839324,6610,55,,4,47,66338,,356243964,195496,,2062658,1,
2907,BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,2019-10-18,USSM11913145,3665,22.4,236121136,50891,7553724,60,66409032,793546,40154,5254332,44773047,1075576,34,85329,,15,11093,6,202270853,64899,17011139,2596463,1,
2908,3:15 (Breathe),3:15 (Breathe),Russ,2021-05-21,TCAFO2147109,1406,39.5,303510160,72865,7583638,72,153123397,1415230,2651150,208703319,2457741991,6126413,3,895,24,,,,6227767,8443,8179979,1253652,1,
2909,Are You Entertained (feat. Ed Sheeran),Are You Entertained (feat. Ed Sheeran),Russ,2022-07-22,QZQAY2214416,3135,24.6,65786757,28190,2251668,56,27754329,216369,1402413,11252716,203863372,105632102,2,9490,493,3,15604,,17597340,1904,,242217,1,
2911,Body,Body,Russ Millions,2021-03-25,GBAHS2100158,4272,20.4,139377440,67820,5628995,55,121680881,2182395,357406,235829803,1968763986,96246226,25,5527,,7,56816,,142285,815,,2656896,1,
2912,Lost Boy,Lost Boy,Ruth B.,2015-08-21,USSM11506787,3207,24.3,840781611,93600,36206570,64,32641573,335427,1010070,25149358,160655710,2335,66,1910,21,29,285187,30,395651668,664276,1523157,3966093,0,
2913,Dandelions,Dandelions,Ruth B.,2017-04-28,USSM11703468,2383,29.2,1561518107,183674,67708124,82,96339252,1072061,2320661,904381932,7603775552,,40,16685,119,63,404143,9,18672545,54931,541064,4364553,0,
2914,Jordan,Jordan,Ryan Castro,2021-04-30,FR96X2111994,1037,47.1,535847791,57454,22561916,73,602969531,3455570,2054500,440899222,5134093462,126173423,23,16697,394,9,55353,29,1005285,1583,,1079602,0,
2915,Mujeriego,Mujeriego - Single,Ryan Castro,2021-12-17,COSO12100328,1158,44.1,285723562,63343,16024245,63,316060497,3601489,1645802,630242190,6484877304,43034965,32,17619,715,28,11861287,24,2371513,4437,,3132192,0,
2916,Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,2021-12-02,USRN12000200,3906,21.6,198942707,22915,8881878,56,61690062,458819,16235,2860585,30889183,199926537,43,125527,29,6,1492,28,271772464,21935,,993457,0,
2918,Rover (feat. DTG),Rover (feat. DTG),S1mba,2019-11-15,GBCUW1900128,3075,25,384524938,109325,10618678,63,123438646,1195085,448555,28033803,290883332,1690617,50,22043,,26,791421,9,297805,1896,16517297,2243715,1,
2920,Nonsense,emails i can't send,Sabrina Carpenter,2022-07-15,USUM72210708,1129,44.8,817286460,55620,61610668,83,156580179,1685462,179864,36883907,357890160,201230072,67,108203,1122,20,787687,44,33407481,8860,,1180048,0,
2926,Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,2020-08-14,US39N2000446,2731,26.9,55312275,16559,2391593,45,39808873,574179,5063590,297105838,2188871458,61820,19,5395,186,3,1550,,4746084,9297,,732768,1,
2927,Gas Pedal,Gas Pedal - The EP,Sage The Gemini,2013-03-19,USUYG1027384,3751,22.1,253903241,57350,12202121,59,25539550,321940,101759,20788928,136052679,,25,4115,14,6,23224,,239853559,1580905,,2408827,1,
2932,Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,2019-04-05,RUB421901499,417,75.2,1927961994,323997,86092004,72,320969468,3572454,399114,47716560,525749281,319370580,387,368034,,285,2691423,51,273518696,155662,,28977015,1,
2934,Mad at Disney,Mad at Disney,salem ilese,2020-06-24,QMEZE2076989,3265,24.1,335604759,47721,9209948,3,155802565,3846286,1961193,340937251,2759903957,1644734,39,21424,,272,26241,1,25337036,48345,,1008719,0,
2936,This City,Not a Hobby,Sam Fischer,2018-01-19,TCADL1840559,3767,22,633467655,74321,32015799,63,26434293,260550,1414817,162027612,1120361528,5356,109,43085,83,44,297171,4,34430527,25733,27508804,1565404,0,
2937,Body Like A Back Road,Body Like A Back Road,Sam Hunt,2017-01-02,USUM71700575,1520,37.7,874864898,78015,21590960,66,340287969,1528388,252414,1148124,12493072,384943254,103,183258,444,14,13156,42,637093831,511767,20463147,3691205,0,
2939,Stay With Me,Full Circle: The Live Anthology,Sam Smith,2011-11-20,GBUM71308833,2152,31,2086460781,167759,96423336,77,212889507,1603354,83399,40678590,264665397,2879491,259,17500,1073,271,1178331,92,1143671622,717529,,12655149,0,
2940,I'm Not The Only One,In The Lonely Hour (Deluxe),Sam Smith,2014-01-01,GBUM71308836,2428,28.9,1879966374,164059,76679523,77,464847219,2891357,65764,52262804,417275446,999433,124,1427,125,213,508144,26,576011327,191798,,15809409,0,
2941,I'm Not The Only One,I'm Not The Only One,Sam Smith,2014-11-09,GBUM71404663,3458,23.2,93040974,10520,1711940,16,1663836563,6794854,,,,1467134947,4,82591,,6,434,,68684032,22433,,,0,
2942,Too Good At Goodbyes,Too Good At Goodbyes,Sam Smith,2017-08-09,GBUM71704089,584,62.9,2061017397,157801,71564108,78,1988375859,11184649,742139,16133167,118957400,1820962866,174,43816,30,110,945336,41,323918078,170501,,8024678,0,
2943,Fire On Fire,Fire On Fire,Sam Smith,2018-12-21,GBUM71807533,2900,25.9,697834321,85430,22166821,70,408377555,3474229,845344,162079342,1362132192,462620095,23,3131,,11,104452,9,39317515,45186,,4296434,0,
