track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
6IQCmIGaOxzjNNcwScETVD,"Marshmello,Anne-Marie",Speak Your Mind (Deluxe),FRIENDS,51,202620,True,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,progressive-house
4hPpVbbakQNv8YTHYaOJP4,"Marshmello,Kane Brown",One Thing Right,One Thing Right,74,181823,False,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,4,edm
3QNG9RhD93ypeMp3DUmkaO,"Marshmello,Halsey,Surf Mesa",Be Kind (with Halsey) [Surf Mesa Remix],Be Kind (with Halsey) [Surf Mesa Remix],57,174289,False,0.684,0.677,4,-5.398,1,0.0426,0.0305,0.0,0.093,0.494,113.12,4,progressive-house
27mw0pQTrbuhGSdwKvGIho,"Marshmello,Jonas Brothers",Summer Love,Leave Before You Love Me,50,154983,False,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,4,progressive-house
389MC596K4IN35zaHAyuYz,"Martin Garrix,Dua Lipa,Brooks",Scared To Be Lonely Remixes Vol. 1,Scared To Be Lonely - Brooks Remix,56,200624,False,0.604,0.796,1,-2.416,0,0.0597,0.0126,0.0,0.106,0.225,127.991,4,progressive-house
55nMnifaQWKe3f9cbwOXwx,"Martin Garrix,Macklemore,Fall Out Boy,Tiësto",Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes],Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,53,255238,False,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,4,progressive-house
2MlOUXmcofMackX3bxfSwi,"Master KG,Nomcebo Zikode",Jerusalema,Jerusalema (feat. Nomcebo Zikode),74,342612,False,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,4,house
0G2zPzWqVjR68iNPmx2TBe,"Mora,Bad Bunny,Sech",Volando (Remix),Volando - Remix,83,273474,True,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,4,latino
5jt25aFjW2kNoBqaEVaz5W,"Mora,Feid",MICRODOSIS,LA INOCENTE,89,202173,True,0.757,0.789,5,-3.46,0,0.0583,0.307,0.0,0.0717,0.464,91.911,4,latino
2hLXUbsOU9cDb9RFva9FYr,"Mora,Jhayco",MICRODOSIS,MEMORIAS,85,228750,False,0.771,0.707,2,-6.404,0,0.055,0.389,0.0,0.0745,0.317,127.963,4,latino
5x72Q1SyiDHJ4IF2mRzfkg,"Neha Kakkar,Tanishk Bagchi","Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",66,174711,False,0.789,0.95,5,-3.604,0,0.0759,0.191,1.41e-05,0.0969,0.746,126.013,4,pop
4cFwhwH5ydnHgB0Tv3lZsm,"Neha Kakkar,Tulsi Kumar,B Praak,Tanishk Bagchi,Vishal-Shekhar","O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",67,191089,False,0.737,0.961,10,-0.155,0,0.0747,0.163,0.0,0.361,0.567,108.014,4,pop-film
4XeIiGpUBshIfs9yrBDVZC,"ODESZA,Bettye LaVette",The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette),72,358983,False,0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,4,chill
2gQK13gXYZRq2MgvPJyHx8,"ODESZA,Bettye LaVette",The Last Goodbye,The Last Goodbye (feat. Bettye LaVette),65,358983,False,0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,4,chill
73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree,Robin Schulz",Miss You,Miss You,87,206000,True,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,alternative
73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree,Robin Schulz",Miss You,Miss You,87,206000,True,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,alternative
5y7DaS3jAc9eZzcSOoUIwU,"Ozuna,J Balvin,Chencho Corleone",Enoc,Una Locura,76,230693,False,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,4,latino
0JAZWvvqttGFm4UMDsPQXC,"Ozuna,Camilo",Enoc,Despeinada,70,224186,False,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,4,latino
5y7DaS3jAc9eZzcSOoUIwU,"Ozuna,J Balvin,Chencho Corleone",Enoc,Una Locura,76,230693,False,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,4,latino
0kTMK4gNFfLXaTb62w1UaJ,"Pablo Pesadilla,Polimá Westcoast,Nickoog Clk,Fran C",BABY OTAKU,BABY OTAKU,88,176470,True,0.835,0.747,9,-4.65,1,0.083,0.0492,0.0,0.055,0.432,102.003,4,latino
2TzyJEUfWHGRsk3r6Emvbk,"Param Singh,Kamal Kahlon,Pratik Studio",Daru Badnaam,Daru Badnaam,68,185333,False,0.541,0.676,8,-3.893,0,0.153,0.442,0.0,0.159,0.845,90.037,4,pop
7eJMfftS33KTjuF7lTsMCx,"Powfu,beabadoobee",death bed (coffee for your head),death bed (coffee for your head),83,173333,False,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,4,sad
5TEH4r5OBFcKZJBjF4qOxL,"Powfu,beabadoobee",poems of the past,death bed (coffee for your head),53,173333,False,0.725,0.431,3,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.004,4,sad
6VBhH7CyP56BXjp8VsDFPZ,"Pritam,Arijit Singh,Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")",88,268164,False,0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009,4,indian
0IGXY47K2ha3AHfX57wY1O,"Pritam,Arijit Singh,Amitabh Bhattacharya,Jonita Gandhi","Deva Deva (From ""Brahmastra"")","Deva Deva (From ""Brahmastra"")",79,279107,False,0.534,0.721,0,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062,4,indian
4Hv055xg1SZZgwwGBx8Cr5,"Pritam,Shreya Ghoshal,TUSHAR JOSHI","Rasiya (From ""Brahmastra"")","Rasiya (From ""Brahmastra"")",74,265063,False,0.54,0.796,4,-7.538,1,0.0521,0.371,0.00165,0.11,0.636,78.99,4,indian
5OcGETO7eEKjKme4gm0r7y,"Pritam,Arijit Singh,Amitabh Bhattacharya","Dance Ka Bhoot (From ""Brahmastra"")","Dance Ka Bhoot (From ""Brahmastra"")",74,245735,False,0.632,0.929,6,-5.297,1,0.128,0.0503,0.0,0.271,0.584,136.008,4,indian
46NYX9zIml71qtfYYjakTI,"Pritam,Arijit Singh,Amitabh Bhattacharya","Kesariya Audio Teaser (From ""Brahmastra"")","Kesariya Audio Teaser (From ""Brahmastra"")",66,44698,False,0.56,0.634,0,-8.803,1,0.031,0.435,0.00435,0.0983,0.465,94.024,4,indian
7ut6ZuyNo2OYnGDwlheIch,"Pritam,Shashwat Singh,Antara Mitra,Arijit Singh","Kesariya (Dance Mix) [From ""Brahmastra""]","Kesariya (From ""Brahmastra"") - Dance Mix",64,197400,False,0.7,0.699,10,-4.193,0,0.0531,0.45,0.0,0.103,0.567,100.037,4,indian
5XbHpOBN1vTU3hN1YzLqHL,"Pritam,Sid Sriram","Theethiriyaai [From ""Brahmastra (Tamil)""]","Theethiriyaai (From ""Brahmastra (Tamil)"")",63,278377,False,0.562,0.595,0,-7.124,1,0.0314,0.715,0.000166,0.108,0.403,93.993,4,indian
1F0i0Ynrv28aAvycSLsugZ,"Pritam,Sanjith Hegde,Sid Sriram","Kesariya Rangu [From ""Brahmastra (Kannada)""]","Kesariya Rangu (From ""Brahmastra (Kannada)"")",59,278377,False,0.555,0.596,0,-7.278,1,0.0298,0.665,1.05e-05,0.108,0.352,94.2,4,indian
2Py3ZHBP8K8BfJQgZUypPi,"Pritam,Sreerama Chandra,Arijit Singh,Jonita Gandhi","Deva Deva [From ""Brahmastra (Telugu)""]","Deva Deva (From ""Brahmastra (Telugu)"")",54,276964,False,0.559,0.709,0,-7.219,1,0.0396,0.664,0.000119,0.117,0.417,112.01,4,indian
02WBEBJJX1R2UrYSUrAPi6,"Pritam,Nakash Aziz","Allari Motha [From ""Brahmastra (Telugu)""]","Allari Motha (From ""Brahmastra (Telugu)"")",53,245735,False,0.654,0.934,6,-4.67,1,0.119,0.0428,0.0,0.249,0.656,135.991,4,indian
1iuAKcOYX0TtIM6EbKPbTW,"Pritam,Arijit Singh,Amitabh Bhattacharya","Rasiya Reprise (From ""Brahmastra"")","Rasiya Reprise (From ""Brahmastra"")",51,285000,False,0.34,0.606,4,-8.517,1,0.0379,0.798,0.00205,0.0963,0.268,151.383,4,indian
0wKiyi7AlxyLo3fiVPX454,"Pritam,Sanjith Hegde,Arijit Singh,Jonita Gandhi","Deva Deva [From ""Brahmastra (Kannada)""]","Deva Deva (From ""Brahmastra (Kannada)"")",46,276964,False,0.56,0.73,0,-7.485,1,0.0377,0.645,0.00143,0.135,0.506,112.052,4,indian
564TO0pifHnkdekrTmMI89,"Pritam,Sid Sriram,Arijit Singh,Jonita Gandhi","Deva Deva [From ""Brahmastra (Tamil)""]","Deva Deva (From ""Brahmastra (Tamil)"")",45,276964,False,0.56,0.728,0,-7.151,1,0.0445,0.653,0.00662,0.104,0.393,112.045,4,indian
7GNRUsU3M4XNDDB9xle5Dz,"PSY,SUGA",PSY 9th,That That (prod. & feat. SUGA of BTS),81,174646,False,0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,4,hip-hop
0HNDr5c2IOIvfe8DPwjVO9,"Purple Disco Machine,Sophie and the Giants",Exotica,Hypnotized,59,195704,False,0.689,0.812,11,-5.084,0,0.0995,0.0977,0.000308,0.109,0.706,108.064,4,deep-house
4grVkAtmqIipynBu8D9v6G,"Purple Disco Machine,Sophie and the Giants",Hypnotized,Hypnotized,58,195704,False,0.689,0.813,11,-5.084,0,0.0998,0.0969,0.000232,0.11,0.704,108.065,4,deep-house
2lGzRg9ccRTa2gllTvy2w7,"Purple Disco Machine,Sophie and the Giants",In the Dark,In the Dark,53,185564,False,0.694,0.767,6,-5.532,0,0.049,0.0464,4.53e-05,0.0812,0.758,115.933,4,deep-house
7x5xYW5W42OGPAdHUyyguy,"R. City,Adam Levine",What Dreams Are Made Of,Locked Away (feat. Adam Levine),78,227480,False,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,5,reggae
0sQLhT32E9ZG2zn5iYR6nN,"R. City,Adam Levine",Locked Away (feat. Adam Levine),Locked Away (feat. Adam Levine),62,227280,False,0.508,0.677,1,-5.696,1,0.0656,0.328,0.0,0.0491,0.575,121.928,5,reggae
0A37XY67wSdGqkGjtfW6aV,"Rauw Alejandro,Anuel AA,Natti Natasha,Farruko,Lunay",Fantasias (Remix) [feat. Farruko & Lunay],Fantasias - Remix,67,267241,False,0.816,0.72,1,-4.454,1,0.0684,0.206,0.0,0.277,0.78,94.004,4,latino
6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro,Chencho Corleone",VICE VERSA,Desesperados,83,224996,True,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,4,latino
6ZOcbKub95XSDESsKKuH41,"Rauw Alejandro,Chencho Corleone",Desesperados,Desesperados,83,224996,True,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,4,latino
0WtM2NBVQNNJLh6scP13H8,"Rema,Selena Gomez",Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),92,239317,False,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,pop
079Ey5uxL04AKPQgVQwx5h,"Selena Gomez,Rauw Alejandro",Revelación - EP,Baila Conmigo (with Rauw Alejandro),75,186087,False,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,dance
2Sh4sAOfnSHEVKFyysxzat,"Shakira,Rihanna",Shakira. (Expanded Edition),Can't Remember to Forget You (feat. Rihanna),75,206866,False,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,4,latin
2rurDawMfoKP4uHyb2kJBt,"Shakira,Rauw Alejandro",Te Felicito,Te Felicito,90,172235,False,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,4,latin
0LcLOyu9n5qRTeax5IdewO,"Sean Paul,Sia",Scorcha,Dynamite (feat. Sia),63,212668,False,0.624,0.86,8,-3.012,1,0.124,0.0704,0.0,0.0819,0.816,100.897,4,dancehall
4xigPf2sigSPmuFH3qCelB,"Sia,Diplo,Labrinth,LSD","LABRINTH, SIA & DIPLO PRESENT... LSD","Genius (feat. Sia, Diplo, and Labrinth)",76,213706,False,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,4,dance
5HQVUIKwCEXpe7JIHyY734,"Snoop Dogg,Wiz Khalifa,Bruno Mars","Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",78,207333,True,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,4,funk
6YbhspuOar1D9WSSnfe7ds,"Snoop Dogg,Wiz Khalifa,Bruno Mars",Mac and Devin Go to High School (Music from and Inspired by the Movie),"Young, Wild & Free (feat. Bruno Mars)",68,207346,False,0.553,0.652,0,-6.685,1,0.206,0.0897,0.0,0.111,0.551,94.505,4,funk
5HQVUIKwCEXpe7JIHyY734,"Snoop Dogg,Wiz Khalifa,Bruno Mars","Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",78,207333,True,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,4,funk
6YbhspuOar1D9WSSnfe7ds,"Snoop Dogg,Wiz Khalifa,Bruno Mars",Mac and Devin Go to High School (Music from and Inspired by the Movie),"Young, Wild & Free (feat. Bruno Mars)",68,207346,False,0.553,0.652,0,-6.685,1,0.206,0.0897,0.0,0.111,0.551,94.505,4,funk
5nsET7aVWXu017lsQjRFCV,"Stebin Ben,Nilesh Ahuja,Kumaar",Thoda Thoda Pyaar,Thoda Thoda Pyaar,74,244724,False,0.706,0.527,5,-8.706,0,0.0269,0.139,0.000169,0.112,0.144,103.008,4,pop
1GjRIaC1VRaPw8cl5CAjuF,"Sunidhi Chauhan,Devi Sri Prasad","Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",64,227160,False,0.837,0.801,5,-4.978,0,0.308,0.53,1.03e-06,0.174,0.908,139.894,4,pop-film
07MDkzWARZaLEdKxo6yArG,"THE ANXIETY,WILLOW,Tyler Cole",THE ANXIETY,Meet Me At Our Spot,81,162680,True,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,alternative
3BrWLBC4WYx393yRUOlTih,"THE ANXIETY,WILLOW,Tyler Cole",Meet Me At Our Spot (Live),Meet Me At Our Spot - Live,67,147828,True,0.694,0.475,2,-7.035,1,0.0345,0.159,3.9e-06,0.103,0.391,94.987,4,alternative
1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd,Gesaffelstein","My Dear Melancholy,",I Was Never There,90,241066,False,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,4,pop
4jVBIpuOiMj1crqd8LoCrJ,"Travis Scott,Young Thug,M.I.A.",FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),70,202794,True,0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981,4,house
6qUabsNxudatEFedWGHoDh,"Travis Scott,Future,Young Thug,M.I.A.","FRANCHISE (feat. Future, Young Thug & M.I.A.) [REMIX]","FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",65,207394,True,0.859,0.77,8,-5.358,0,0.345,0.0056,0.0,0.0731,0.348,155.025,4,house
7t2bFihaDvhIrd2gn2CWJO,"Ty Dolla $ign,The Weeknd,Wiz Khalifa,Mustard","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",79,242983,True,0.805,0.33,1,-8.712,0,0.1,0.22,0.0,0.105,0.211,121.97,4,soul
2LskIZrCeLxRvCiGP8gxlh,"XXXTENTACION,Lil Pump,Swae Lee,Maluma",Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),70,198902,True,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,4,emo
39QJ7KkN3L8LLqQqsO85W1,"Yo Yo Honey Singh,Neha Kakkar,Nushrratt Bharuccha",Saiyaan Ji,Saiyaan Ji,57,205450,False,0.896,0.678,0,-2.546,0,0.0815,0.0137,4.1e-05,0.11,0.604,130.024,4,hip-hop
1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown,Young Thug",Slime & B,Go Crazy,78,176960,True,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,4,dance
